Gene	cont_rep1	cont_rep2	treat_rep1	treat_rep1
Dscam3	0	10	2	0
Dscam4	2	0	2	0
Dsk	4	2	0	0
Dsor1	1262	368	601	28
Dsp1	278	187	425	30
Duox	2160	553	1432	98
Dup99B	2	5	0	0
Dyb	623	351	537	55
Dyrk3	361	129	789	109
Dys	246	113	228	35
E(Pc)	114	145	196	67
E(bx)	231	364	251	128
E(spl)m2-BFM	3	1	5	0
E(spl)m3-HLH	93	45	121	12
E(spl)m4-BFM	0	0	0	0
E(spl)m5-HLH	0	0	1	0
E(spl)m6-BFM	10	0	0	0
E(spl)m7-HLH	0	0	2	0
E(spl)m8-HLH	0	0	0	0
E(spl)malpha-BFM	0	0	2	0
E(spl)mbeta-HLH	14	10	11	2
E(spl)mdelta-HLH	4	0	1	0
E(spl)mgamma-HLH	0	0	0	0
E(var)3-9	323	701	276	141
E(z)	127	173	170	44
E23	60	87	130	36
E2f	646	148	915	44
E2f2	490	541	548	99
E5	0	0	0	1
ECSIT	185	56	160	11
EDTP	520	345	512	53
EF-G2	25	47	32	5
ERR	192	289	146	48
ERp60	1007	1867	2530	327
ETH	31	12	52	9
ETHR	1	1	1	0
Eaat1	90	20	101	6
Eaat2	3	0	0	0
Eaf	35	15	81	1
Eaf6	95	118	94	23
Eap	72	178	106	25
Eb1	198	233	264	78
EcR	310	124	471	34
Ect3	191	54	218	14
Ect4	80	105	131	16
Edc3	326	147	337	48
Edem1	389	194	399	53
Edem2	436	346	432	79
Edg78E	1	0	1	0
Edg84A	0	0	0	0
Edg91	0	0	2	0
Ef1alpha100E	1	2	1	0
Ef1alpha48D	5935	3703	7815	910
Ef1beta	4829	4674	6191	669
Ef1gamma	2148	2287	3856	345
Ef2b	3908	8149	8621	1753
EfSec	68	61	97	8
EfTuM	3955	2627	3051	490
Efa6	116	65	142	58
Efhc1.1	10	0	2	0
Efhc1.2	17	0	19	0
Efr	1311	1210	688	254
Egfr	20	18	53	7
Egm	601	358	583	86
Eh	0	0	0	0
Ehbp1	29	31	16	13
Eig71Ea	0	0	0	0
Eig71Eb	0	0	0	0
Eig71Ec	0	0	0	0
Eig71Ed	0	0	0	0
Eig71Ee	0	0	0	0
Eig71Ef	0	0	0	0
Eig71Eg	0	0	0	0
Eig71Eh	0	0	0	0
Eig71Ei	0	0	0	0
Eig71Ej	0	0	0	0
Eig71Ek	0	0	0	0
Eip55E	532	647	751	110
Eip63E	304	120	229	30
Eip63F-1	5	0	20	1
Eip63F-2	0	0	0	0
Eip71CD	1350	1494	694	361
Eip74EF	34	11	60	11
Eip75B	125	48	228	19
Eip78C	10	0	7	0
Eip93F	38	65	44	7
Ela	0	0	0	0
Elf	684	575	1053	84
Elo68alpha	4	0	14	0
Elo68beta	2	0	5	0
EloA	926	455	547	80
Elongin-B	509	491	469	84
Elongin-C	721	527	588	131
Elp1	91	94	85	24
Elp2	83	68	195	19
Elp3	628	431	653	92
EndoG	628	403	481	47
EndoGI	1178	961	812	186
Eno	24290	8221	12250	1102
Ent1	1077	647	726	168
Ent2	980	706	1206	168
Ent3	13	8	3	5
Eo	0	0	1	0
Eogt	147	20	149	14
Epac	53	2	81	7
Eph	810	357	808	134
Ephrin	305	319	483	349
Eps-15	531	215	517	84
Ercc1	253	137	170	33
Erk7	4	0	0	0
Ero1L	47	120	101	26
Es2	1010	640	674	185
Esp	278	54	201	17
Est-6	7	4	4	1
Est-P	5	0	5	0
Est-Q	5	10	4	2
Esyt2	35	9	22	18
Etf-QO	824	627	1016	108
Etl1	179	363	372	46
Ets21C	4	1	2	1
Ets65A	0	0	0	1
Ets96B	4	0	7	0
Ets97D	1008	559	721	131
Ets98B	0	0	2	3
Evi5	270	151	213	27
Exn	114	68	95	16
Exp6	402	229	360	35
Ext2	191	260	82	45
FANCI	22	28	23	6
FBX011	431	104	564	41
FK506-bp1	1789	1621	1969	339
FK506-bp2	7262	3796	6757	756
FKBP59	6884	3712	4789	808
FLASH	28	13	29	15
FR	0	2	0	0
Faa	3	3	3	0
Fad2	8	17	36	6
Faf	924	589	769	118
Fak	176	102	212	23
Fancd2	34	55	43	7
Fancl	65	133	52	35
Fas1	48	113	48	18
Fas2	19	15	64	24
Fas3	88	55	126	3
Fatp	89	71	107	2
Fbp1	0	0	10	0
Fbp2	0	0	1	0
Fbw5	59	74	53	20
Fbxl4	680	506	408	75
Fcp1	446	189	386	37
Fcp3C	438	105	828	64
Fdh	5342	3166	2020	427
Fdxh	12	61	75	9
Fem-1	337	401	360	56
Femcoat	511	121	710	53
Fen1	761	709	528	132
Fer1	0	1	0	0
Fer1HCH	4085	2799	3571	409
Fer2	0	0	2	0
Fer2LCH	168	172	318	29
Fer3	4	0	1	0
Fer3HCH	1	0	1	0
Fhos	64	95	106	9
Fib	1919	403	2215	90
Fibp	206	204	116	53
Fic	1074	919	694	195
Fie	36	2	65	2
Fili	3	9	8	0
Fim	1172	557	1188	105
Fip1	402	237	372	41
Fis1	1433	1701	903	365
Fit1	176	172	242	31
Fit2	488	486	425	88
Fkbp13	52	28	252	6
Flo-1	846	699	380	102
Flo-2	585	166	240	31
Fmo-1	3	1	6	0
Fmo-2	13	0	5	0
Fmr1	191	148	446	35
Fmrf	1	0	0	0
FoxP	3	0	1	0
Fpps	29	37	35	3
Fps85D	128	21	84	8
Frq1	0	1	0	0
Frq2	0	0	0	0
Fs	80	66	36	14
Fs(2)Ket	240	504	249	40
Fsn	914	780	638	99
Fst	0	0	10	2
FucT6	1731	607	943	144
FucTA	8	0	0	0
FucTB	53	77	51	17
FucTC	14	1	25	0
FucTD	0	0	0	0
Fuca	4	2	4	4
Fur1	493	190	421	57
Fur2	910	591	831	78
G-ialpha65A	3628	1782	1966	458
G-oalpha47A	83	99	50	7
G-salpha60A	41	24	78	13
G9a	269	340	130	99
GABA-B-R1	0	0	2	0
GABA-B-R2	7	8	6	0
GABA-B-R3	1	0	5	4
GABPI	588	632	516	125
GAPsec	329	290	318	56
GATAd	38	21	58	11
GATAe	0	0	1	0
GC	0	0	0	0
GEFmeso	10	17	17	0
GIIIspla2	430	216	270	57
GLaz	118	237	92	41
GM130	31	29	45	9
GNBP1	9	15	20	4
GNBP2	11	2	9	1
GNBP3	5	3	0	0
GRHR	4	0	0	1
GRHRII	1	3	18	0
GS	635	437	451	44
GV1	0	0	1	0
GXIVsPLA2	938	687	507	187
Gad1	1	0	1	0
Gadd34	195	103	244	15
Gadd45	140	15	116	7
Gal	1	14	16	3
GalNAc-T1	699	271	406	38
GalNAc-T2	2103	693	1537	156
Gale	1035	498	1178	64
Galk	1164	731	869	174
Galpha49B	219	241	399	163
Galpha73B	12	5	16	0
Galt	9	13	15	3
Gap1	95	133	192	39
Gap69C	598	445	527	78
GapcenA	76	30	87	6
Gapdh1	12326	6955	8727	1565
Gapdh2	48226	27645	36220	6633
Gas41	266	252	210	57
Gas8	2	0	1	0
Gasp	1	4	12	0
Gbeta13F	4943	2333	3726	366
Gbeta5	512	347	233	41
Gbeta76C	1	1	3	0
Gbp	21	13	17	4
Gbs-76A	1	2	6	0
GckIII	249	126	242	38
Gclc	690	236	601	57
Gclm	2335	1856	1874	391
Gcn2	40	63	21	23
Gdh	130	142	334	31
Gdi	11160	5384	7534	1334
Ge-1	73	80	85	23
Gef26	101	84	131	46
Gef64C	31	4	38	0
Gel	191	81	247	9
Gem2	123	69	111	14
Gem3	37	48	27	12
Gen	49	48	62	13
Gfat1	9	2	32	5
Gfat2	729	386	986	84
Gfr	102	126	134	21
Gga	27	84	77	11
Ggamma1	499	232	841	81
Ggamma30A	3	0	5	2
Ggt-1	10258	7157	4858	1397
Gie	198	70	209	25
Gint3	209	374	303	45
Gip	848	2194	995	607
Girdin	48	90	18	26
Git	51	124	94	23
Gk	1021	716	691	136
Gl	918	348	1069	68
GlcAT-I	632	680	507	155
GlcAT-P	558	234	386	58
GlcAT-S	382	187	269	49
GlcT-1	1127	381	797	88
Gld	20	0	20	1
Gld2	8	0	4	0
Glg1	480	401	654	91
Gli	392	167	354	27
Glt	1	2	10	0
Glu-RI	0	0	4	0
Glu-RIB	5	0	2	0
GluClalpha	0	0	1	0
GluRIIA	2	4	1	0
GluRIIB	1	0	0	0
GluRIIC	1	0	1	0
GluRIIE	9	1	7	0
Glut1	1419	531	639	62
Glut3	1	0	2	0
Glut4EF	93	57	94	4
GlyP	304	321	1007	54
Glycogenin	120	43	109	8
Gmap	1337	669	814	89
Gmd	1021	547	703	99
Gmer	107	266	134	21
Gnf1	428	318	546	41
Golgin84	110	100	168	25
Gos28	898	1742	798	774
Got1	2802	2584	2989	364
Got2	5328	2753	3831	646
Gp150	90	121	91	40
Gp93	2155	961	2654	186
Gpa2	2	0	0	0
Gpb5	0	5	6	0
Gpdh	5039	2879	3790	561
Gpi1	407	457	536	115
Gpo-1	143	56	174	2
Gprk1	1037	626	1039	186
Gprk2	88	87	126	8
Gr10a	0	0	3	0
Gr10b	0	0	17	0
Gr21a	0	0	0	0
Gr22a	0	0	0	0
Gr22b	1	0	9	0
Gr22c	0	0	0	0
Gr22d	0	0	0	0
Gr22e	1	0	0	0
Gr22f	0	0	0	0
Gr23a	1	0	0	0
Gr28a	0	0	2	0
Gr28b	7	0	7	1
Gr2a	0	0	0	0
Gr32a	0	0	11	0
Gr33a	0	0	0	0
Gr36a	0	0	1	0
Gr36b	1	0	0	0
Gr36c	0	0	0	0
Gr39a	12	1	9	0
Gr39b	1	3	1	0
Gr43a	9	0	9	1
Gr47a	0	0	1	0
Gr47b	7	0	9	0
Gr57a	0	0	1	0
Gr58a	0	0	0	0
Gr58b	0	0	3	0
Gr58c	0	0	2	0
Gr59a	1	0	3	0
Gr59b	0	0	1	0
Gr59c	1	0	1	0
Gr59d	0	0	2	0
Gr59e	3	0	2	0
Gr59f	2	1	1	0
Gr5a	6	8	4	0
Gr61a	13	17	13	0
Gr63a	4	0	0	0
Gr64a	1	1	1	0
Gr64b	0	0	0	0
Gr64c	0	0	0	0
Gr64d	0	0	0	0
Gr64e	0	0	0	0
Gr64f	0	0	3	0
Gr66a	3	1	13	0
Gr68a	0	0	0	0
Gr77a	0	0	0	0
Gr85a	0	0	0	0
Gr89a	0	0	0	0
Gr8a	1	0	2	0
Gr92a	0	0	2	0
Gr93a	5	0	0	0
Gr93b	0	0	0	0
Gr93c	0	0	0	0
Gr93d	0	0	0	0
Gr94a	6	4	5	0
Gr97a	0	0	1	0
Gr98a	1	0	0	0
Gr98b	2	0	0	0
Gr98c	0	0	3	0
Gr98d	0	0	0	0
Gr9a	5	0	6	0
Graf	183	96	405	50
Grasp65	865	415	925	95
Grd	20	0	9	1
Grip	83	35	71	8
Grip128	318	475	350	43
Grip163	10	22	13	7
Grip71	3609	2027	2177	350
Grip75	35	30	32	4
Grip84	381	355	423	120
Grp	1	0	3	0
Grx-1	2	0	0	0
Gs1	14633	4836	8324	1211
Gs1l	1515	1517	932	350
Gs2	14	0	5	6
Gsc	0	0	0	0
GstD1	7389	2525	7465	997
GstD10	1	5	5	7
GstD11	11	0	0	0
GstD2	10	8	12	0
GstD3	1122	896	1147	216
GstD4	0	1	6	0
GstD5	2	0	37	3
GstD6	0	0	1	0
GstD7	2	2	14	0
GstD8	5	1	0	0
GstD9	541	651	259	176
GstE1	415	351	382	77
GstE10	0	2	3	2
GstE11	435	387	215	43
GstE12	382	179	349	29
GstE13	799	673	458	132
GstE14	28	33	73	10
GstE2	1	0	4	0
GstE3	13	16	34	1
GstE4	3	0	0	0
GstE5	10	3	8	0
GstE6	1293	1195	1571	440
GstE7	364	240	275	93
GstE8	434	371	549	167
GstE9	52	94	60	32
GstO1	589	395	601	77
GstO2	110	178	114	29
GstO3	50	54	55	11
GstS1	473	724	414	75
GstT1	2038	1257	1713	327
GstT2	32	160	35	26
GstT3	229	245	124	49
GstT4	378	189	163	54
GstZ1	202	171	236	63
GstZ2	0	0	2	0
Gtp-bp	1948	1050	1594	203
Gug	345	132	432	74
Gyc-89Da	0	1	9	0
Gyc-89Db	1	1	1	0
Gyc32E	0	0	0	4
Gyc76C	323	180	153	20
Gyc88E	11	0	3	0
Gycalpha99B	1	0	0	0
Gycbeta100B	0	0	0	0
Gyk	1025	483	576	75
H	87	75	183	19
H15	9	0	8	1
H2.0	7	0	7	1
HBS1	341	159	310	40
HDAC4	1715	647	1137	122
HDAC6	1251	486	769	94
HERC2	219	99	195	23
HGTX	3	8	7	0
HIP	275	228	228	40
HIP-R	776	549	820	141
HLH106	660	477	659	84
HLH3B	1	0	0	0
HLH4C	0	0	9	0
HLH54F	0	0	0	0
HP1D3csd	1	1	6	3
HP1Lcsd	0	0	0	0
HP1b	1886	1352	1500	364
HP1c	699	664	612	160
HP1e	1	0	0	0
HP4	479	715	581	242
HP5	86	212	56	33
HP6	2	8	3	0
HPS1	72	102	78	16
HPS4	49	60	75	3
HSPC300	1159	1342	672	340
Hakai	661	497	387	258
Hand	3	2	4	0
Haspin	952	1662	1656	536
Hcf	357	373	458	147
Hcs	99	126	103	7
Hdac3	878	469	616	83
HdacX	13	23	9	1
Hdc	1	0	1	0
He	0	0	0	0
Hel25E	951	1878	2595	314
Hel89B	92	152	188	37
Hem	32	60	47	12
Hen1	649	417	295	95
Her	7	22	11	12
Herp	480	392	385	75
Hers	56	31	71	13
Hex-A	198	114	352	25
Hex-C	7	4	12	2
Hex-t1	0	0	0	0
Hex-t2	0	0	0	1
Hexim	1632	1260	797	274
Hexo1	501	235	332	38
Hexo2	285	92	265	13
Hey	1	0	1	0
Hf	14	9	16	6
Hil	11	5	2	0
Him	1	0	1	0
Hip1	29	42	47	12
Hip14	499	208	614	35
HipHop	2451	3642	1396	777
Hira	1831	729	1277	179
His1	13870	38886	9647	6548
His2A	92042	221902	59165	42523
His2Av	2319	4401	1944	878
His2B	87997	135213	67374	38141
His3	50601	166853	26809	30708
His3.3A	3103	2637	2252	562
His3.3B	16433	10944	12467	3119
His4	17227	63505	7436	6976
His4r	7749	5143	6457	1772
HisCl1	5	0	4	0
Hk	20	5	11	0
Hlc	1110	1199	1062	213
HmgD	7124	7405	6663	1510
HmgZ	542	169	850	77
Hmgcr	803	520	556	86
Hmgs	3238	1371	1867	346
Hml	1	6	6	0
Hmr	30	44	49	15
Hmt-1	2213	1516	1647	211
Hmt4-20	301	264	361	58
Hmu	330	161	505	51
Hmx	0	0	0	0
Hn	9	0	4	6
Hnf4	427	244	298	55
Ho	190	262	220	40
Hop	805	510	1030	102
Hph	1034	546	756	107
Hpr1	110	170	142	29
Hr38	10	0	18	0
Hr39	172	187	386	39
Hr4	22	2	18	0
Hr46	6	0	28	0
Hr51	12	0	0	0
Hr78	1533	913	714	159
Hr83	2	0	2	1
Hr96	786	217	497	53
Hrb27C	6141	2589	6991	436
Hrb87F	678	248	542	68
Hrb98DE	982	385	814	88
Hrd3	561	324	694	56
Hrs	514	161	422	26
Hs2st	72	103	119	31
Hs3st-A	6	2	12	0
Hs3st-B	0	0	1	0
Hs6st	81	120	132	6
Hsc70-1	1	0	1	1
Hsc70-2	3	0	12	1
Hsc70-3	1779	2140	3278	318
Hsc70-4	23304	9056	22458	1166
Hsc70-5	3907	1531	3704	303
Hsc70Cb	903	1139	1664	172
Hsepi	65	30	104	10
Hsf	1578	1219	1131	193
Hsp22	521	371	178	38
Hsp23	299	334	926	373
Hsp26	21574	23040	18411	5611
Hsp27	1276	687	1796	116
Hsp60	22119	10066	15418	1468
Hsp60B	2	0	0	1
Hsp60C	0	0	0	0
Hsp60D	4	0	9	0
Hsp67Ba	29	1	27	1
Hsp67Bb	5	10	4	0
Hsp67Bc	6	2	15	1
Hsp68	23	19	113	8
Hsp70Aa	230	140	419	8
Hsp70Ab	242	38	168	1
Hsp70Ba	42	13	143	0
Hsp70Bb	30	0	36	14
Hsp70Bbb	49	9	34	1
Hsp70Bc	51	37	145	2
Hsp83	9286	12049	14815	1845
Hsromega	1073	772	2181	363
HtrA2	72	53	129	19
Hus1-like	281	222	108	75
Hydr1	433	433	292	55
Hydr2	330	228	586	40
I-2	387	274	305	82
I-3	1	0	0	0
I-t	0	0	0	0
IA-2	6	0	22	3
IFa	0	0	0	0
IM1	5	1	2	0
IM10	0	4	4	5
IM14	30	25	91	0
IM18	3	0	0	0
IM2	3	21	4	0
IM23	0	0	0	0
IM3	3	4	8	5
IM4	0	0	4	0
IP3K1	1208	54	1752	19
IP3K2	48	10	27	5
Iap2	1979	1688	1306	261
Ice	2512	1009	1299	176
Ice1	42	66	76	13
Ice2	2	22	27	1
Ide	44	56	58	15
Idgf1	7	2	2	0
Idgf2	199	384	288	108
Idgf3	99	89	195	20
Idgf4	211	433	355	59
Idgf5	0	2	5	0
Idh	5980	3325	4512	551
Ih	39	8	26	0
Ilk	1332	809	956	139
Ilp1	0	0	0	0
Ilp2	0	0	0	0
Ilp3	1	0	0	0
Ilp4	1	0	0	0
Ilp5	0	0	3	0
Ilp6	6	6	3	4
Ilp7	121	70	22	4
Ilp8	812	843	534	220
Ime4	271	181	324	50
Imp	771	543	421	103
ImpE1	0	0	2	0
ImpE2	1	0	0	0
ImpE3	5	6	6	2
ImpL1	0	0	0	0
ImpL2	26	13	28	1
ImpL3	1	0	0	0
InR	39	132	36	48
Incenp	1093	761	658	168
Indy	164	150	431	34
Indy-2	0	0	0	0
Ing3	370	203	294	34
Ino80	35	75	46	15
Inos	2311	1571	1775	311
Inr-a	993	648	1340	273
Int6	2044	1263	2505	237
IntS1	81	110	91	30
IntS10	78	64	102	8
IntS11	878	406	723	88
IntS12	265	197	167	34
IntS2	398	203	466	41
IntS3	300	295	370	188
IntS4	1562	670	964	113
IntS6	305	109	256	72
IntS8	42	27	121	6
IntS9	143	99	179	16
Invadolysin	156	54	189	8
Inx2	543	247	1345	52
Inx3	42	79	119	25
Inx5	1	0	5	0
Inx6	0	0	0	0
Inx7	60	23	163	10
Ip259	184	535	255	73
Ipk1	193	126	47	15
Ipk2	501	671	480	112
Ipod	68	41	37	13
Ipp	1632	1219	824	224
Ir	569	212	482	47
Ir100a	0	0	1	0
Ir10a	2	0	1	0
Ir11a	0	0	0	0
Ir20a	0	1	0	0
Ir21a	3	0	1	0
Ir25a	9	0	0	0
Ir31a	1	0	12	1
Ir40a	19	38	14	3
Ir41a	10	1	12	0
Ir47a	0	0	0	0
Ir48b	0	0	0	0
Ir51b	5	0	0	0
Ir52a	1	0	0	0
Ir52b	7	0	1	0
Ir52c	0	0	4	0
Ir52d	2	0	0	0
Ir54a	4	5	5	0
Ir56a	2	0	1	0
Ir56b	16	0	0	0
Ir56c	0	0	0	0
Ir56d	1	0	3	0
Ir60a	2	0	6	0
Ir60b	1	0	2	0
Ir60d	9	0	1	0
Ir60e	11	0	0	0
Ir62a	4	6	2	0
Ir64a	4	0	1	0
Ir67a	0	1	0	0
Ir67b	0	0	0	4
Ir67c	1	0	1	0
Ir68a	1	0	3	1
Ir68b	6	0	0	6
Ir75a	0	0	0	0
Ir75b	8	0	3	0
Ir75c	1	0	1	0
Ir75d	1	0	3	0
Ir76a	7	50	6	0
Ir76b	0	0	1	0
Ir7a	1	0	0	0
Ir7b	0	5	0	1
Ir7c	164	10	228	4
Ir7d	0	0	1	0
Ir7e	0	1	0	0
Ir7f	0	0	3	0
Ir7g	1	0	2	0
Ir84a	0	0	1	0
Ir85a	1	3	0	0
Ir87a	1	0	0	0
Ir8a	2	6	1	0
Ir92a	0	0	0	0
Ir93a	2	0	3	1
Ir94a	0	1	0	0
Ir94b	0	0	2	0
Ir94c	0	0	9	0
Ir94d	0	0	4	0
Ir94e	1	0	0	0
Ir94f	0	0	0	0
Ir94g	1	0	0	0
Ir94h	0	0	0	0
Irbp	159	438	192	53
Irc	333	199	294	72
Ire1	223	154	215	22
Iris	54	45	37	1
Irk2	0	0	2	2
Irk3	5	3	6	1
Irp-1A	1424	594	982	93
Irp-1B	427	383	454	58
Iswi	51	93	60	5
Itp-r83A	55	69	78	11
JHDM2	62	76	72	17
JIL-1	185	105	232	38
JTBR	575	492	297	109
JYalpha	0	0	0	0
Jafrac1	1305	1051	1814	177
Jafrac2	871	537	641	84
Jarid2	115	193	124	63
JhI-1	29	106	60	17
JhI-21	1551	830	1314	105
JhI-26	8	23	17	6
Jhe	11	11	3	0
Jhedup	0	0	0	0
Jheh1	318	213	242	33
Jheh2	3211	1804	2466	379
Jheh3	413	463	278	81
Jon25Bi	0	36	4	0
Jon25Bii	5	19	4	0
Jon25Biii	0	9	2	4
Jon44E	0	0	2	0
Jon65Ai	2	0	0	3
Jon65Aii	0	0	0	0
Jon65Aiii	3	25	2	1
Jon65Aiv	0	42	0	15
Jon66Ci	0	0	0	0
Jon66Cii	0	0	0	0
Jon74E	0	1	0	0
Jon99Ci	1	188	0	7
Jon99Cii	4	55	0	0
Jon99Ciii	1	53	0	0
Jon99Fi	0	5	0	0
Jon99Fii	1	0	3	0
Jra	237	242	149	54
Jupiter	586	216	700	51
Jwa	653	623	779	114
KCNQ	39	17	69	2
KFase	9	2	9	1
KH1	176	143	218	35
KLHL18	723	553	374	87
KP78a	1	0	4	0
KP78b	4	0	2	0
KaiRIA	0	1	5	1
Kal1	61	27	59	7
Kap-alpha1	206	276	293	46
Kap-alpha3	4164	2028	3864	345
Kap3	597	244	537	19
Karl	5	0	16	0
Karybeta3	2732	1514	3485	267
Kat60	303	173	331	18
Kaz-m1	0	0	0	0
Kaz1-ORFB	6	5	2	0
KdelR	1750	1501	2202	320
Kdm2	155	122	172	32
Kdm4A	92	143	96	45
Kdm4B	173	116	153	43
Keap1	36	31	50	2
Kebab	32	26	14	2
Khc	759	610	844	92
Khc-73	103	110	139	28
Kif19A	1	0	1	0
Kif3C	380	30	654	18
Klc	86	296	224	50
Klp10A	806	339	480	71
Klp31E	18	29	13	3
Klp3A	232	221	301	44
Klp54D	0	0	0	0
Klp59C	0	0	0	0
Klp59D	0	1	1	0
Klp61F	36	59	31	8
Klp64D	291	398	242	64
Klp67A	270	435	229	152
Klp68D	602	561	415	77
Klp98A	354	157	434	35
Kmn1	512	478	332	109
Kr	0	0	0	0
Kr-h1	39	10	44	1
Kr-h2	862	491	821	102
KrT95D	413	148	246	37
Krn	23	20	17	4
Ku80	1279	476	811	75
Kua	0	0	0	0
Kul	18	13	4	4
L	690	197	839	58
LBR	247	50	415	7
LIMK1	448	209	284	33
LKR	10	7	21	1
LM408	37	46	54	12
LRP1	153	186	75	11
LS2	0	0	0	0
LSm-4	568	447	327	153
LSm1	1433	1461	1069	396
LSm3	1686	1359	1034	243
LSm7	2485	2211	1138	277
La	6356	3870	4214	669
Lac	586	143	451	48
Lam	2536	721	2265	150
LamC	269	179	296	9
Lamp1	3489	3029	3813	839
LanA	108	86	141	28
LanB1	19	53	99	21
LanB2	29	15	54	4
Lap1	43	55	30	11
Lapsyn	37	23	27	6
Lar	104	88	54	20
Larp7	151	198	148	14
Las	227	210	135	38
Lasp	122	62	145	20
Lcch3	2	0	3	0
Lcp1	0	0	0	0
Lcp2	0	0	0	0
Lcp3	0	0	3	0
Lcp4	0	0	0	0
Lcp65Aa	0	0	0	0
Lcp65Ab1	0	0	0	0
Lcp65Ab2	0	0	0	0
Lcp65Ac	0	0	0	0
Lcp65Ad	0	0	0	0
Lcp65Ae	0	0	0	0
Lcp65Af	0	0	0	0
Lcp65Ag1	0	0	0	0
Lcp65Ag2	0	0	0	0
Lcp65Ag3	0	0	0	0
Lcp9	0	0	0	0
Lectin-galC1	6	1	5	2
Lerp	1011	466	571	59
Letm1	18	23	32	10
Lgr1	2	0	3	2
Lgr3	4	0	3	0
Lhr	222	213	169	46
Lig4	591	332	453	74
Lim1	0	0	3	5
Lim3	13	0	1	0
Lin29	6	4	17	0
Lint-1	225	175	271	42
Lip1	0	0	2	0
Lip2	0	0	0	0
Lip3	0	0	2	0
Lip4	837	166	546	48
Liprin-alpha	961	356	616	80
Liprin-beta	100	135	131	22
Liprin-gamma	18	0	20	2
Lis-1	2752	853	2077	178
List	0	0	0	0
Listericin	0	0	0	0
Lk	9	0	0	0
Lk6	345	497	387	77
Lkr	8	0	1	0
Lmpt	96	22	214	26
Lnk	514	346	406	60
Lon	536	407	488	60
LpR1	64	63	113	9
LpR2	288	109	286	31
Lpin	143	74	99	23
Lpt	119	112	168	29
Lrch	65	82	117	25
Lrr47	963	354	754	98
Lrrk	61	118	72	12
Lrt	8	0	15	3
Lsd-1	216	87	102	22
Lsd-2	1066	652	1261	56
Lsm10	318	189	165	63
Lsm11	455	261	343	67
Lsp1alpha	2	0	6	0
Lsp1beta	9	0	4	0
Lsp1gamma	0	0	2	0
Lsp2	4	2	14	1
Lst8	2190	1213	1484	329
LysB	0	19	0	0
LysC	0	0	0	0
LysD	0	61	3	11
LysE	0	0	0	0
LysP	0	0	0	0
LysS	0	0	0	0
LysX	0	0	2	0
M6	361	240	235	14
MAGE	377	312	220	45
MAN1	53	97	150	21
MAPk-Ak2	507	336	380	74
MBD-R2	316	150	454	30
MBD-like	148	92	111	18
MCO3	4	0	3	0
MCPH1	66	76	51	23
MED1	529	226	680	31
MED10	476	371	549	130
MED11	178	133	129	37
MED14	232	182	239	30
MED15	278	188	290	37
MED16	324	225	298	35
MED17	260	361	394	61
MED18	182	151	228	27
MED19	1154	453	758	92
MED20	234	256	204	58
MED21	1496	1381	1551	404
MED22	1032	854	754	193
MED23	14	21	10	9
MED24	168	129	271	22
MED25	81	25	144	7
MED26	318	657	537	297
MED27	171	127	145	20
MED28	974	715	612	163
MED30	356	136	203	43
MED31	29	24	49	8
MED4	621	811	366	269
MED6	31	19	47	4
MED7	502	287	361	85
MED8	818	448	476	67
MED9	226	479	179	66
MEP-1	102	107	105	9
MESK2	1443	851	847	224
MESK4	891	207	260	32
MESR3	588	169	492	45
MESR4	27	72	55	25
MESR6	61	53	79	8
MFS10	72	27	89	9
MFS15	345	209	191	34
MFS16	1876	908	845	192
MFS17	1478	1196	1372	305
MFS18	1034	759	992	169
MFS3	9	0	3	0
MICAL-like	66	103	73	44
MKP-4	538	209	337	38
MP1	71	29	33	3
MRE23	0	0	0	0
MRG15	562	558	491	95
MRP	165	327	236	60
MSBP	5053	2631	4129	618
MTA1-like	1264	449	1179	109
MTF-1	172	64	107	0
MYPT-75D	797	314	499	69
Mad	2139	641	1773	134
Mad1	25	66	78	16
Madm	736	547	539	97
Maf1	3465	2768	2856	884
Magi	405	240	342	43
Mal-A1	1	114	0	2
Mal-A2	1	19	0	1
Mal-A3	0	1	1	0
Mal-A4	10	19	4	1
Mal-A5	585	378	720	53
Mal-A6	2	107	1	2
Mal-A7	1	77	0	7
Mal-A8	0	52	4	2
Mal-B1	0	0	0	0
Mal-B2	1085	594	589	196
Manf	736	476	635	150
Map205	364	310	453	90
Map60	1892	1161	1108	180
Mapmodulin	191	332	166	86
Marcal1	163	123	151	15
Marf	507	205	398	48
Mat1	169	210	200	32
Mat89Ba	32	70	52	21
Max	167	163	146	54
Mbs	61	122	125	23
Mcm10	151	260	186	70
Mcm2	306	563	459	82
Mcm3	2807	1727	1743	250
Mcm5	1375	1423	1263	188
Mcm6	1024	1037	841	144
Mcm7	623	903	696	157
Mco1	10	0	0	0
Mcr	108	168	135	40
Mct1	93	27	52	3
Mctp	57	70	57	12
Mdh1	8421	5136	6260	1036
Mdh2	1445	988	1188	166
Mdr49	4	13	5	1
Mdr50	8	0	5	0
Mdr65	13	8	10	3
Mec2	18	5	28	4
Med	602	169	362	23
Mef2	116	49	202	12
Meics	10	26	9	11
Mekk1	397	365	372	49
Meltrin	56	53	39	17
Men	3932	1076	2944	115
Men-b	357	366	270	57
Menl-1	1	0	0	0
Menl-2	0	0	0	0
Mer	125	94	151	17
Mes-4	1910	1113	1566	188
Mes2	1293	489	709	89
Mes4	476	426	282	98
Mesh1	35	110	27	22
